Gene_x	Gene_y	Condition1	Condition2	Type_of_gene_x	Type_of_gene_y	Z_Condition1	Z_Condition2	GI_Condition1	GI_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaGI	DeltaZ_FDR
MMS4	RAD18	MMS	DMSO	DNA_repair	DNA_repair	5.31029895665108	-21.7947210848356	0.0697972493997882	-0.350831543092368	Expected	Negative	20.2404537832841	0.420628792492157	6.74513561927286e-65
MUS81	RAD18	MMS	DMSO	DNA_repair	DNA_repair	5.31716939372189	-14.9087068433387	0.0783825585891007	-0.297147743684986	Expected	Negative	15.1482630140226	0.375530302274087	8.27715763966812e-37
CSM3	RAD5	MMS	DMSO	DNA_repair	DNA_repair	2.14667049674563	-28.9770901158738	0.0198101420039297	-0.367122789111814	Expected	Negative	24.6862148149947	0.386932931115744	3.65546827671303e-96
MAG1	RAD5	MMS	DMSO	DNA_repair	DNA_repair	6.73329789482082	-1.18706032231764	0.0594227672480687	-0.0109740463720684	Positive	Expected	5.50800594250439	0.070396813620137	1.62101375474259e-05
MMS1	RAD5	MMS	DMSO	DNA_repair	DNA_repair	5.57763826793328	-14.896854796384	0.0531620850409555	-0.180859795066057	Expected	Negative	15.1615963072793	0.234021880107012	7.33920526426553e-37
MMS4	RAD5	MMS	DMSO	DNA_repair	DNA_repair	8.59767296930263	-28.5927244018625	0.0830980597067484	-0.339976025052853	Positive	Negative	27.6103611682462	0.423074084759601	7.6954522130803e-120
MUS81	RAD5	MMS	DMSO	DNA_repair	DNA_repair	11.9194644563032	-25.0029808105418	0.112508737238398	-0.350966176984578	Positive	Negative	27.399486210142	0.463474914222976	4.28147988384187e-118
CLA4	RAD51	MMS	DMSO	DNA_repair	DNA_repair	-13.8656165039936	2.95686719247937	-0.420510351495193	0.0331176030614901	Negative	Expected	-14.0313288955968	-0.453627954556683	8.84961096590926e-32
MAG1	RAD51	MMS	DMSO	DNA_repair	DNA_repair	-7.56484153925372	0.849028696805046	-0.360819696313924	0.0121032288701227	Negative	Expected	-7.49117227089039	-0.372922925184046	1.22036348149423e-09
RAD18	RAD51	MMS	DMSO	DNA_repair	DNA_repair	7.99966023181317	-1.44073278321799	0.120787661209019	-0.0200085456940979	Positive	Expected	6.86318913741658	0.140796206903117	3.51098758746251e-08
RAD5	RAD51	MMS	DMSO	DNA_repair	DNA_repair	9.25906430531164	-23.3092985643563	0.103148529787358	-0.485087786517989	Positive	Negative	24.9199024959764	0.588236316305347	5.98017467158555e-98
CSM3	RAD52	MMS	DMSO	DNA_repair	DNA_repair	2.73134830951468	-8.29487445431552	0.0644231558419419	-0.368660545697087	Expected	Negative	8.60739575962444	0.433083701539029	2.12010177448475e-12
CLA4	RAD54	MMS	DMSO	DNA_repair	DNA_repair	-14.3619253786527	0.136705621228295	-0.149126132160172	0.00119117301364665	Negative	Expected	-11.0893954625727	-0.150317305173818	3.78243671224014e-20
MAG1	RAD54	MMS	DMSO	DNA_repair	DNA_repair	-9.10445617980649	0.277528093222614	-0.152188324040156	0.00290372398044055	Negative	Expected	-7.86460531079826	-0.155092048020597	1.58586525963773e-10
MMS4	RAD54	MMS	DMSO	DNA_repair	DNA_repair	10.3580554388672	4.47741414262727	0.0961672983223266	0.0395885661723372	Positive	Expected	4.41299656819395	0.0565787321499895	0.000838665410167618
PSY3	RAD54	MMS	DMSO	DNA_repair	DNA_repair	5.89410445636085	-0.118305244024881	0.0404117743283331	-0.000814841446920916	Positive	Expected	4.24209929796807	0.041226615775254	0.00145533422036472
RAD18	RAD54	MMS	DMSO	DNA_repair	DNA_repair	12.1698723272916	3.15119558443539	0.153300298318548	0.0361761439819611	Positive	Expected	6.87219534406806	0.117124154336587	3.39528067865444e-08
RAD5	RAD54	MMS	DMSO	DNA_repair	DNA_repair	17.8737663237352	-24.9211858812878	0.172665302043624	-0.361210606558552	Positive	Negative	30.6501372953553	0.533875908602176	5.43543652432757e-147
CLA4	RAD55	MMS	DMSO	DNA_repair	DNA_repair	-19.7177461350717	0.167617651975353	-0.448221542929352	0.00182097532498288	Negative	Expected	-17.8627383784126	-0.450042518254335	8.11548170628739e-51
RAD18	RAD55	MMS	DMSO	DNA_repair	DNA_repair	11.3057162402859	-15.2237297764968	0.151331872590117	-0.318454233160525	Positive	Negative	18.9167990033097	0.469786105750643	8.08420065844918e-57
RAD5	RAD55	MMS	DMSO	DNA_repair	DNA_repair	10.4380518683455	-28.7733038733671	0.102116566435068	-0.454766172207216	Positive	Negative	29.9593495963807	0.556882738642284	1.04113311501063e-140
CLA4	RAD57	MMS	DMSO	DNA_repair	DNA_repair	-17.7782710780695	0.895338006535806	-0.483592630143868	0.0115744633147827	Negative	Expected	-16.4414624995226	-0.495167093458651	3.32640904425854e-43
MAG1	RAD57	MMS	DMSO	DNA_repair	DNA_repair	-12.2115286764782	-0.128636722529201	-0.449421230413718	-0.00179741387978556	Negative	Expected	-11.3707504655139	-0.447623816533932	3.89872040532139e-21
CLA4	RAD59	MMS	DMSO	DNA_repair	DNA_repair	-30.5325882615069	-0.106856644621192	-0.304632703193425	-0.00101902878208498	Negative	Expected	-21.9981279006937	-0.30361367441134	1.18953906165437e-76
MUS81	RAD59	MMS	DMSO	DNA_repair	DNA_repair	9.30335737202552	3.78649300892577	0.0933015916234532	0.0383765988515847	Positive	Expected	3.8521536388586	0.0549249927718685	0.00454413740973955
RAD18	RAD59	MMS	DMSO	DNA_repair	DNA_repair	8.73847189491192	-26.0381308141931	0.0872217570767404	-0.317676935700553	Positive	Negative	25.6863311296028	0.404898692777293	5.77429932043339e-104
RAD5	RAD59	MMS	DMSO	DNA_repair	DNA_repair	4.70758792741638	-32.459533096998	0.0401406023171621	-0.331305772637204	Expected	Negative	27.9288123483776	0.371446374954366	1.59002719179372e-122
RAD51	RAD59	MMS	DMSO	DNA_repair	DNA_repair	7.8941080715288	0.289711575766573	0.0793743343020369	0.00298843105144672	Positive	Expected	5.30273700261603	0.0763859032505902	3.5859275391567e-05
RAD55	RAD59	MMS	DMSO	DNA_repair	DNA_repair	6.87313714362217	-30.1445494122483	0.0673944570923015	-0.378616315756976	Expected	Negative	27.9906149658029	0.446010772849277	6.06457263724507e-123
CSM3	RAD61	MMS	DMSO	DNA_repair	DNA_repair	-3.5616641653456	-22.8273197060369	-0.0400704901747146	-0.45022068823442	Expected	Negative	18.0634534873443	0.410150198059706	7.27926005877545e-52
CLA4	RTT101	MMS	DMSO	DNA_repair	DNA_repair	-18.1816944388519	-6.81132668744421	-0.554269112213158	-0.0647436479079267	Negative	Expected	-15.3299941979238	-0.489525464305231	1.04219834658414e-37
MAG1	RTT101	MMS	DMSO	DNA_repair	DNA_repair	3.96864130919561	-5.91580216752141	0.0487444558585429	-0.0652570279282775	Expected	Negative	6.9055075501234	0.11400148378682	2.8995900807771e-08
RAD5	RTT101	MMS	DMSO	DNA_repair	DNA_repair	11.3954110612401	0.604578444410504	0.10835974533736	0.00580221660268289	Positive	Expected	7.59108221263112	0.102557528734677	7.69762759592552e-10
RAD51	RTT101	MMS	DMSO	DNA_repair	DNA_repair	-9.59377145061305	-1.0175982500941	-0.264301353161178	-0.0137137836776768	Negative	Expected	-8.17073946241173	-0.250587569483501	2.82617074478532e-11
RAD57	RTT101	MMS	DMSO	DNA_repair	DNA_repair	-11.8819779788036	-1.40688482872805	-0.306315836559729	-0.0209977606893849	Negative	Expected	-9.57811408602102	-0.285318075870344	3.17047318384724e-15
CSM2	RTT107	MMS	DMSO	DNA_repair	DNA_repair	-22.1150337160387	-2.98096121435264	-0.231409843108277	-0.0256113313627714	Negative	Expected	-15.200206214703	-0.205798511745505	4.28416685316317e-37
MAG1	RTT107	MMS	DMSO	DNA_repair	DNA_repair	-7.28556591593023	0.302771558385926	-0.168687134536918	0.00421347304335518	Negative	Expected	-6.40041638072031	-0.172900607580273	3.09015956012069e-07
PSY3	RTT107	MMS	DMSO	DNA_repair	DNA_repair	-33.4702957606291	-6.20261539972326	-0.364165631976023	-0.0460438036779983	Negative	Expected	-24.152499148602	-0.318121828298024	3.41929646247134e-92
RAD18	RTT107	MMS	DMSO	DNA_repair	DNA_repair	13.7639877332376	2.31554963723053	0.162238584377354	0.0271093747631379	Positive	Expected	8.13376478584562	0.135129209614217	3.64009721545028e-11
RAD5	RTT107	MMS	DMSO	DNA_repair	DNA_repair	13.1241759225854	-6.14299393697097	0.119110252375583	-0.0598579225631322	Positive	Expected	13.4401332983753	0.178968174938716	3.48284776132527e-29
RAD55	RTT107	MMS	DMSO	DNA_repair	DNA_repair	-8.16823603734434	-1.18572428678074	-0.152369462300237	-0.0146665063860765	Negative	Expected	-6.15232274185979	-0.137702955914161	9.56258155165443e-07
RAD57	RTT107	MMS	DMSO	DNA_repair	DNA_repair	-7.23494511298292	0.42183347451786	-0.153231791913699	0.00621850440566518	Negative	Expected	-6.17912085176306	-0.159450296319364	8.54718552973085e-07
RAD61	RTT107	MMS	DMSO	DNA_repair	DNA_repair	-13.4531688869527	-0.0321413774999198	-0.345992938570138	-0.000409248346461492	Negative	Expected	-12.0422288322753	-0.345583690223676	1.27340587436554e-23
RTT101	RTT107	MMS	DMSO	DNA_repair	DNA_repair	3.77223841546931	-17.069091041999	0.0437453295480924	-0.498137822782359	Expected	Negative	17.2556242379536	0.541883152330451	1.9545725305819e-47
CLA4	SGS1	MMS	DMSO	DNA_repair	DNA_repair	-19.1247138170396	1.66730290624882	-0.230297422297749	0.016243294421224	Negative	Expected	-15.916842643023	-0.246540716718973	1.44542921397836e-40
CSM3	SGS1	MMS	DMSO	DNA_repair	DNA_repair	-2.01429235618427	-31.3680944867229	-0.0174378903883372	-0.447793324594053	Expected	Negative	25.7770337832533	0.430355434205716	1.19753263494761e-104
MAG1	SGS1	MMS	DMSO	DNA_repair	DNA_repair	-6.67045084280124	1.05676821073472	-0.0990209190585235	0.0110217744599373	Negative	Expected	-6.06552202294636	-0.110042693518461	1.40654651393992e-06
RAD18	SGS1	MMS	DMSO	DNA_repair	DNA_repair	18.3378309978022	5.25707122006446	0.173794385412847	0.0516869985177213	Positive	Expected	8.94165518411631	0.122107386895125	2.53431867370053e-13
RAD54	SGS1	MMS	DMSO	DNA_repair	DNA_repair	13.6299689055345	6.9712976617636	0.112448670739853	0.0580192849420447	Positive	Expected	4.64462893650307	0.0544293857978081	0.000401051700920023
RTT101	SGS1	MMS	DMSO	DNA_repair	DNA_repair	6.39795954305713	-19.0093986594827	0.0603194734952855	-0.249335744818336	Expected	Negative	19.1698619079795	0.309655218313622	2.69305213842427e-58
CLA4	SHU1	MMS	DMSO	DNA_repair	DNA_repair	-22.0664621698629	2.24047290216444	-0.189023638762534	0.0180099191764786	Negative	Expected	-17.6242011025382	-0.207033557939012	1.6871021144122e-49
MAG1	SHU1	MMS	DMSO	DNA_repair	DNA_repair	-18.5144870404356	-2.69772532240336	-0.242127584528985	-0.0230665894187766	Negative	Expected	-14.0200286371237	-0.219060995110208	9.71202869333158e-32
RAD51	SHU1	MMS	DMSO	DNA_repair	DNA_repair	7.51604596114078	0.91947650078698	0.076509788629322	0.00923923657058369	Positive	Expected	4.70305676355155	0.0672705520587383	0.000328765699596642
RTT107	SHU1	MMS	DMSO	DNA_repair	DNA_repair	-15.679396288405	-2.31447714521815	-0.171052256695362	-0.020402394514178	Negative	Expected	-10.7409780510153	-0.150649862181184	5.78794919747727e-19
CLA4	SHU2	MMS	DMSO	DNA_repair	DNA_repair	-25.6781091025942	1.31938397663233	-0.22461714587938	0.0109565930768346	Negative	Expected	-19.5310922979223	-0.235573738956214	1.4865459526168e-60
MAG1	SHU2	MMS	DMSO	DNA_repair	DNA_repair	-23.4926702995291	-4.91398617758397	-0.2745980236283	-0.0408540617497388	Negative	Expected	-16.2958112146808	-0.233743961878561	1.76158761626364e-42
MPH1	SHU2	MMS	DMSO	DNA_repair	DNA_repair	0.442937307024174	-10.1378903968769	0.00497394162001681	-0.134387869327715	Expected	Negative	8.021735023976	0.139361810947732	6.99140058132524e-11
MUS81	SHU2	MMS	DMSO	DNA_repair	DNA_repair	7.80755024289715	2.58472072309421	0.0673842520006406	0.0229085193065882	Positive	Expected	3.59515779283186	0.0444757326940524	0.0093924696578427
RAD51	SHU2	MMS	DMSO	DNA_repair	DNA_repair	9.22997696438517	1.31883996028955	0.0901631335201739	0.0124026063981655	Positive	Expected	5.73472704466387	0.0777605271220084	6.35690817601618e-06
RTT107	SHU2	MMS	DMSO	DNA_repair	DNA_repair	-20.5418976492729	-2.76095928126923	-0.245508291248854	-0.0243609965956748	Negative	Expected	-14.8863366803883	-0.221147294653179	1.19840682633077e-35
SGS1	SHU2	MMS	DMSO	DNA_repair	DNA_repair	11.3855489122832	5.57581554611081	0.0910373825598591	0.0463539725954854	Positive	Expected	3.87386532097739	0.0446834099643737	0.00429146845342951
CSM2	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-14.3825181139879	-3.86575892403684	-0.177227398717892	-0.0444240836165362	Negative	Expected	-7.88180350533106	-0.132803315101356	1.45531192510366e-10
CSM3	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-11.4083060098442	-4.17392223155198	-0.122231127737226	-0.0431523046084702	Negative	Expected	-5.3112502257204	-0.0790788231287557	3.32922375506663e-05
MAG1	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-20.0603854657452	-2.28764735218559	-0.341733550430246	-0.0255505758396451	Negative	Expected	-15.5218489148164	-0.316182974590601	1.24542665360095e-38
MMS1	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-12.675591320844	-3.99229468346316	-0.22115380631021	-0.0483699665666375	Negative	Expected	-8.13428090166072	-0.172783839743572	3.41450174129296e-11
MPH1	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-11.1876822045186	-0.453126643273993	-0.218907620609524	-0.00606200601506346	Negative	Expected	-8.97965410486516	-0.21284561459446	1.84596440788188e-13
PSY3	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-19.8871821159907	-0.452678887144179	-0.195474867911986	-0.00416304847655141	Negative	Expected	-14.2127146911238	-0.191311819435434	1.43471225685181e-32
RAD51	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-17.098262159232	-0.943267469177347	-0.351051644133288	-0.011846701437442	Negative	Expected	-14.0935510321607	-0.339204942695846	4.78718436360461e-32
RAD54	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-20.4398930886383	-0.849367144775669	-0.328974682664113	-0.00918001432518559	Negative	Expected	-16.4953367341614	-0.319794668338928	1.80739216271093e-43
RAD55	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-20.6062175403838	-3.22382741703177	-0.399509628202526	-0.0389900192562637	Negative	Expected	-15.7770928246616	-0.360519608946262	7.01844867659617e-40
RAD57	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-8.54240662930386	0.607916980744543	-0.353469342448685	0.0136429465496415	Negative	Expected	-7.79889893495461	-0.367112288998327	2.25654555508278e-10
RAD59	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-32.8891155711198	2.04609925383032	-0.42011199806658	0.0220149315917369	Negative	Expected	-26.4727391955268	-0.442126929658317	2.05467018158379e-110
RTT101	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-19.377377797703	-0.652593113569328	-0.347341854089358	-0.0069618306708055	Negative	Expected	-16.3178135084644	-0.340380023418553	1.4022865578927e-42
SHU1	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-13.2633720400753	0.470080275338049	-0.167905996395747	0.00539169293748501	Negative	Expected	-10.1447042426073	-0.173297689333232	5.34952608974323e-17
SHU2	SLX4	MMS	DMSO	DNA_repair	DNA_repair	-12.1255055948746	2.02807068529748	-0.193559703305524	0.0269818623826103	Negative	Expected	-10.6130242451843	-0.220541565688134	1.54612801951522e-18
RAD59	SRS2	MMS	DMSO	DNA_repair	DNA_repair	12.3948906197445	4.40267665697361	0.091353716313737	0.0337603282593612	Positive	Expected	5.41502609914768	0.0575933880543758	2.35088446334001e-05
RTT101	SRS2	MMS	DMSO	DNA_repair	DNA_repair	2.3750970494942	-27.5379957654722	0.0210011694926011	-0.445410562447462	Expected	Negative	25.302305932062	0.466411731940064	6.25737670131319e-101
CLA4	CSM2	MMS	4NQO	DNA_repair	DNA_repair	-31.9361494595835	-4.26586132769122	-0.268056438142387	-0.0424760373746562	Negative	Expected	-17.3217765990435	-0.225580400767731	2.3993132763971e-48
CLA4	CSM3	MMS	4NQO	DNA_repair	DNA_repair	-6.77499682855805	-24.9646940770744	-0.0558802850755206	-0.397525619573611	Expected	Negative	19.0513413635466	0.34164533449809	3.30518526628267e-58
CSM2	MAG1	MMS	4NQO	DNA_repair	DNA_repair	-18.5668781532383	-4.77483120018987	-0.201548262265919	-0.0479020857770666	Negative	Expected	-10.394752385021	-0.153646176488853	6.86368867415958e-18
CSM2	MMS1	MMS	4NQO	DNA_repair	DNA_repair	-5.37843122262162	0.15473317645066	-0.0565155145659506	0.00165720536077479	Negative	Expected	-3.8771483976416	-0.0581727199267254	0.0069636167683982
MMS1	MMS4	MMS	4NQO	DNA_repair	DNA_repair	-8.02223352042305	3.51454747948565	-0.165507931595429	0.0521538462149761	Negative	Expected	-8.56476341019389	-0.217661777810405	2.51256337444507e-12
CLA4	MPH1	MMS	4NQO	DNA_repair	DNA_repair	-16.1376371244077	-0.241503026181601	-0.482229220418405	-0.00371318605832709	Negative	Expected	-14.2390865077861	-0.478516034360078	6.03459832600875e-33
MAG1	MPH1	MMS	4NQO	DNA_repair	DNA_repair	-7.43280762840421	-1.53649095476071	-0.293508336191175	-0.0319746669535555	Negative	Expected	-5.85923812643525	-0.26153366923762	5.03837007999192e-06
MMS4	MPH1	MMS	4NQO	DNA_repair	DNA_repair	-9.19049257854255	3.52604601822267	-0.366090198854114	0.0829938142935542	Negative	Expected	-9.70616206752915	-0.449084013147668	1.06523852673444e-15
MPH1	MUS81	MMS	4NQO	DNA_repair	DNA_repair	-6.21972044024732	0.0245341456743647	-0.27581936649642	0.000826081396864464	Negative	Expected	-4.96847662153932	-0.276645447893284	0.000188693532104551
CLA4	PSY3	MMS	4NQO	DNA_repair	DNA_repair	-25.5409543094384	2.35908014539299	-0.187440753468315	0.0186461178126435	Negative	Expected	-19.107418219212	-0.206086871280958	1.37880232036222e-58
MMS1	PSY3	MMS	4NQO	DNA_repair	DNA_repair	-16.538725757127	-2.26623011747422	-0.15461307496352	-0.0197989862811423	Negative	Expected	-10.5361358122107	-0.134814088682377	2.32708666319406e-18
MAG1	RAD18	MMS	4NQO	DNA_repair	DNA_repair	8.0733042409739	-10.3297725004668	0.0976534518876219	-0.332196081531432	Positive	Negative	12.510665608894	0.429849533419054	1.4883256974013e-25
PSY3	RAD18	MMS	4NQO	DNA_repair	DNA_repair	2.97673241928554	-22.4314192053202	0.0335272624464968	-0.358365325686197	Expected	Negative	20.0485657733861	0.391892588132694	2.53711485652298e-64
PSY3	RAD5	MMS	4NQO	DNA_repair	DNA_repair	0.989994377106256	-27.9387312804435	0.00921466532860784	-0.371512685880337	Expected	Negative	23.4563239291058	0.380727351208945	1.76020785196567e-87
CLA4	RAD51	MMS	4NQO	DNA_repair	DNA_repair	-13.8656165039936	2.67062078340182	-0.420510351495193	0.0386824832205908	Negative	Expected	-13.662820539808	-0.459192834715784	2.116832659971e-30
MAG1	RAD51	MMS	4NQO	DNA_repair	DNA_repair	-7.56484153925372	1.05908144942935	-0.360819696313924	0.0179115337895033	Negative	Expected	-7.48383694645464	-0.378731230103427	1.58951566977706e-09
PSY3	RAD52	MMS	4NQO	DNA_repair	DNA_repair	-1.32442702438712	-14.1012035401824	-0.02091993604011	-0.403744603560523	Expected	Negative	11.7072106565594	0.382824667520413	1.88447854103121e-22
CLA4	RAD54	MMS	4NQO	DNA_repair	DNA_repair	-14.3619253786527	0.869151658830785	-0.149126132160172	0.0092231536500535	Negative	Expected	-10.665649382206	-0.158349285810225	8.5496789643247e-19
MAG1	RAD54	MMS	4NQO	DNA_repair	DNA_repair	-9.10445617980649	0.598937111988516	-0.152188324040156	0.0074178363534023	Negative	Expected	-7.67189780768769	-0.159606160393559	5.52536658813388e-10
CLA4	RAD55	MMS	4NQO	DNA_repair	DNA_repair	-19.7177461350717	0.237858941846766	-0.448221542929352	0.00298055271898107	Negative	Expected	-17.3827699370147	-0.451202095648333	1.16975720226296e-48
MAG1	RAD55	MMS	4NQO	DNA_repair	DNA_repair	-6.11112563126606	-11.6474570706312	-0.136071636274881	-0.367717161923511	Expected	Negative	5.99609711574592	0.23164552564863	2.91621999486368e-06
CLA4	RAD57	MMS	4NQO	DNA_repair	DNA_repair	-17.7782710780695	-1.46547447169736	-0.483592630143868	-0.0235437899120574	Negative	Expected	-14.5624655126605	-0.460048840231811	1.98267720621888e-34
MAG1	RAD57	MMS	4NQO	DNA_repair	DNA_repair	-12.2115286764782	2.73664640984534	-0.449421230413718	0.0428836282802641	Negative	Expected	-12.3075595360764	-0.492304858693982	8.37111966921592e-25
MMS1	RAD57	MMS	4NQO	DNA_repair	DNA_repair	-2.5096208408061	-10.2876251851899	-0.049548124523581	-0.442294703510366	Expected	Negative	8.30164991625467	0.392746578986785	1.41143887198346e-11
CLA4	RAD59	MMS	4NQO	DNA_repair	DNA_repair	-30.5325882615069	-2.51131280293841	-0.304632703193425	-0.0268533318782821	Negative	Expected	-18.9936867008461	-0.277779371315143	5.69962673734315e-58
MMS1	RAD59	MMS	4NQO	DNA_repair	DNA_repair	-7.16534573545364	-0.490621109985725	-0.0679146109468222	-0.00520893677855633	Negative	Expected	-4.40587920417836	-0.0627056741682658	0.00134374271380616
RAD18	RAD59	MMS	4NQO	DNA_repair	DNA_repair	8.73847189491192	-21.5780736001111	0.0872217570767404	-0.339829118209517	Positive	Negative	22.9037651956414	0.427050875286257	1.49191233107563e-83
RAD54	RAD59	MMS	4NQO	DNA_repair	DNA_repair	9.39825197953603	2.40578703496907	0.0755667071937045	0.0222302108770545	Positive	Expected	4.35442742559664	0.0533364963166499	0.00163442003562976
RAD57	RAD59	MMS	4NQO	DNA_repair	DNA_repair	1.4660324667356	-20.5837353262004	0.0191562899554408	-0.411564628769466	Expected	Negative	18.0325916167863	0.430720918724907	2.98870690128045e-52
CSM3	RAD61	MMS	4NQO	DNA_repair	DNA_repair	-3.5616641653456	-20.1949966895251	-0.0400704901747146	-0.452931107046793	Expected	Negative	16.4541967852376	0.412860616872078	1.27165950335209e-43
MMS1	RAD61	MMS	4NQO	DNA_repair	DNA_repair	-3.45091250912748	-12.9133628395001	-0.0559602808123372	-0.441331476185306	Expected	Negative	10.187366572866	0.385371195372969	3.63590264568179e-17
RAD18	RAD61	MMS	4NQO	DNA_repair	DNA_repair	-2.88303513481098	-8.35691934499937	-0.0550328465260103	-0.353794387079654	Expected	Negative	6.43329159015007	0.298761540553643	3.93192425216971e-07
RAD5	RAD61	MMS	4NQO	DNA_repair	DNA_repair	2.01108518819941	-13.6902784391605	0.0282886496289765	-0.370781423422034	Expected	Negative	13.0763144083125	0.399070073051011	7.44772083338199e-28
RAD59	RAD61	MMS	4NQO	DNA_repair	DNA_repair	-5.63050197359643	-18.6788582601275	-0.0648012729429956	-0.265994842734762	Expected	Negative	10.9883449342649	0.201193569791767	7.18548243316354e-20
CSM3	RTT101	MMS	4NQO	DNA_repair	DNA_repair	-4.97630995139999	-18.6608988790175	-0.051364820689918	-0.431026500833369	Expected	Negative	15.0068441010577	0.379661680143451	1.97397221011574e-36
RAD51	RTT101	MMS	4NQO	DNA_repair	DNA_repair	-9.59377145061305	3.69476662138392	-0.264301353161178	0.0587693690798763	Negative	Expected	-10.1558098135594	-0.323070722241054	4.109340124267e-17
RAD57	RTT101	MMS	4NQO	DNA_repair	DNA_repair	-11.8819779788036	0.156698777060465	-0.306315836559729	0.00286301377280886	Negative	Expected	-9.78480624405713	-0.309178850332538	6.12503984843407e-16
RAD61	RTT101	MMS	4NQO	DNA_repair	DNA_repair	-3.71544180984769	-13.1134520488036	-0.0520374730021126	-0.374108113230048	Expected	Negative	10.1340216315437	0.322070640227935	5.22751966554943e-17
CSM2	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-22.1150337160387	-0.938972253238295	-0.231409843108277	-0.00966909295855943	Negative	Expected	-15.1038972062163	-0.221740750149717	6.05907506291215e-37
MAG1	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-7.28556591593023	-0.1477764579425	-0.168687134536918	-0.00219637249499425	Negative	Expected	-6.05123972230325	-0.166490762041923	2.16780947438032e-06
MMS4	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-14.6505377059661	0.0519220320523001	-0.270369850110355	0.000731567240934707	Negative	Expected	-11.6761601055933	-0.27110141735129	2.15509841897999e-22
PSY3	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-33.4702957606291	-4.61625050670523	-0.364165631976023	-0.0380863495787262	Negative	Expected	-23.8803722391329	-0.326079282397297	1.71255806598016e-90
RAD18	RTT107	MMS	4NQO	DNA_repair	DNA_repair	13.7639877332376	-10.4727145837126	0.162238584377354	-0.323159025424488	Positive	Negative	14.6948122825021	0.485397609801842	5.8554697174817e-35
RAD51	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-8.8181424557906	-2.25590496466518	-0.200366050469429	-0.0390801486736932	Negative	Expected	-5.64477421236721	-0.161285901795735	1.27627783616737e-05
RAD55	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-8.16823603734434	2.35461234286332	-0.152369462300237	0.0339421123417776	Negative	Expected	-7.90304232812649	-0.186311574642015	1.45070069504322e-10
RAD57	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-7.23494511298292	-1.44280872094175	-0.153231791913699	-0.0246078504111077	Negative	Expected	-4.73004375438191	-0.128623941502592	0.00045067047090985
RAD61	RTT107	MMS	4NQO	DNA_repair	DNA_repair	-13.4531688869527	-0.624610093257065	-0.345992938570138	-0.00984160601478452	Negative	Expected	-11.1451684656465	-0.336151332555353	1.86351616553023e-20
RTT101	RTT107	MMS	4NQO	DNA_repair	DNA_repair	3.77223841546931	-14.3932319051521	0.0437453295480924	-0.37709797884149	Expected	Negative	14.6883808120951	0.420843308389582	6.03827875089528e-35
CLA4	SGS1	MMS	4NQO	DNA_repair	DNA_repair	-19.1247138170396	-2.61251355618767	-0.230297422297749	-0.0315057892909813	Negative	Expected	-11.664601264032	-0.198791633006768	2.32443548194299e-22
MAG1	SGS1	MMS	4NQO	DNA_repair	DNA_repair	-6.67045084280124	-0.712286190994844	-0.0990209190585235	-0.00955735795615265	Negative	Expected	-4.47091808155261	-0.0894635611023708	0.00108525897290287
CLA4	SHU1	MMS	4NQO	DNA_repair	DNA_repair	-22.0664621698629	-0.759577868035165	-0.189023638762534	-0.00725414432028338	Negative	Expected	-14.1685618629662	-0.18176949444225	1.22447306313218e-32
MAG1	SHU1	MMS	4NQO	DNA_repair	DNA_repair	-18.5144870404356	-2.45177269503506	-0.242127584528985	-0.0251204200351353	Negative	Expected	-13.0622014776692	-0.217007164493849	7.44772083338199e-28
RAD5	SHU1	MMS	4NQO	DNA_repair	DNA_repair	5.9737235256175	-11.1812053705459	0.0835222671814271	-0.32392682968193	Positive	Negative	12.6662621014558	0.407449096863357	3.57867860158379e-26
RAD55	SHU1	MMS	4NQO	DNA_repair	DNA_repair	2.87010112380188	-23.7363622927387	0.0270995950796345	-0.419125040812962	Expected	Negative	22.2850715863153	0.446224635892597	2.70304228937029e-79
RTT107	SHU1	MMS	4NQO	DNA_repair	DNA_repair	-15.679396288405	-2.45449526907639	-0.171052256695362	-0.024736580243643	Negative	Expected	-9.85158343922104	-0.146315676451719	3.82748545615629e-16
